FENESIS_ID	FENESIS_Name_English	FENESIS_Name_latin	FENESIS_description	FMA_Info
222.13	Spinal branches	Rami spinales	 Arteries traversing the pelvic sacral foramina into the sacral canal.  //	FMA71557:Set of spinal branches of lateral sacral artery
222.14	Obturator artery	Arteria obturatoria	 It courses in the lateral wall of the pelvis and passes through the obturator foramen to supply the adductor muscles. B  //	FMA18865:Obturator artery
222.15	Pubic branch	Ramus pubicus	 It anastomoses with the obturator branch of the inferior epigastric artery corona mortis.  //	FMA70147:Trunk of pubic part of obturator artery
222.16	Acetabular branch	Ramus acetabularis	 It passes through the acetabular notch to the ligament for the head of the femur.  //	FMA70137:Acetabular part of obturator artery
222.17	Anterior branch	Ramus anterior	 Located on the adductor brevis; it anastomoses with the medial circumflex femoral artery. [A-E]  //	FMA20995:Anterior part of obturator artery
222.18	Posterior branch	Ramus posterior	 It is located beneath the adductor brevis.  //	FMA20997:Posterior part of obturator artery
222.19	Superior gluteal artery	Arteria glutealis superior	 It traverses the greater sciatic foramen above the piriformis suprapiriform foramen to enter the gluteal region. A [A-E]  //	FMA18868:Superior gluteal artery
222.20	Superficial branch	Ramus superficialis	 It lies between the gluteus maximus and medius and anastomoses with the inferior gluteal artery.  //	FMA21120:Superficial part of superior gluteal artery
222.21	Deep branch	Ramus profundus	 It lies between the gluteus medius and minimus.  //	FMA21121:Deep part of superior gluteal artery
222.22	Superior branch	Ramus superior	 It runs along the upper margin of the gluteus minimus as far as the tensor fasciae latae.  //	FMA22392:Superior division of deep part of superior gluteal artery
222.23	Inferior branch	Ramus inferior	 It courses in the gluteus medius as far as the greater trochanter.  //	FMA22393:Inferior division of deep part of superior gluteal artery
222.24	Inferior gluteal artery	Arteria glutealis inferior	 Emerges through the greater sciatic foramen below the piriformis muscle infrapiriform foramen; its branches are distributed beneath the gluteus maximus.  They anastomose with the superior gluteal, obturator and circumflex femoral arteries. A //	FMA18871:Inferior gluteal artery
222.25	Accompanying artery of sciatic nerve (sciatic artery)	Arteria comitans nervi ischiadici (sciatici)	 Phylogenetically speaking, the major artery of the leg.  It accompanies and supplies the sciatic nerve and anastomoses with the medial circumflex femoral artery and perforating branches. A //	FMA77444:Artery to sciatic nerve
222.27	Artery of ductus deferens	Arteria ductus deferentis	 It descends in the pelvis up to the base of the bladder. From there downward, it accompanies the ductus deferens to eventually anastomose with the testicular artery.  //	FMA18930:Artery of ductus deferens
222.28	Ureteric branches	Rami ureterici	 Three branches that supply the ureter.  //	FMA71558:Set of ureteric branches of umbilical artery
224.1a	Prostatic branches	Rami prostatici	 Branches that supply the prostate and seminal vesicle.  //	FMA75578:Set of prostatic branches of inferior vesical artery
224.2a	Helicine branches	Ramihelicini	 Corkscrewlike, coiled terminal branches of the uterine artery.  //	FMA75579:Set of helicine branches of uterine artery
224.4	Ovarian branch	Ramus ovaricus	 It runs along the ovarian ligament proper and through the mesovarium to the ovary.  It anastomoses with the ovarian artery and the tubal branch of the uterine artery. //	FMA75581:Set of ovarian branches of uterine artery
224.5	Tubal branch	Ramus tubarius (tubalis)	 It runs in the mesosalpinx of the tube to the point where it anastomoses with the ovarian artery.  //	FMA70105:Trunk of tubal part of uterine artery (tubalis)
224.7a	Vaginal branches	[Ramivaginales]	 Branchesto the lower part of the vagina. [A-E]  //	FMA75582:Set of vaginal branches of middle rectal artery
224.8	Internal pudenal artery	Arteria pudenda interna	 It passes through the greater sciatic foramen infrapiriform from the pelvis and through the lesser sciatic foramen to the lateral wall of the ischiorectal fossa. A D  //	FMA18835:Internal pudendal artery
224.11	Posterior scrotal branches	Rami scrotales posteriores	 Branches passing to the scrotum. [A-E]  //	FMA75585:Set of posterior scrotal branches of perineal artery
224.12	Posterior labial branches	Rami labiales posteriores	 Branches that extend to the labium majus.  //	FMA75584:Set of posterior labial branches of perineal artery
224.22	Public branch	Ramus pubicus	 Branch that supplies the pubis.  //	FMA20701:Trunk of pubic part of inferior epigastric artery
224.23	Obturator branch	Ramus obturatorius	 Branch anastomosing with the pubic branch of the obturator artery corona mortis.  //	FMA77156:Obturator branch of pubic branch of inferior epigastric artery
224.28	Ascending branch	Ramus ascendens	 It ascends between the transversus abdominis and internal abdominal oblique muscles to McBurney’s point.  It anastomoses with the iliolumbar artery. //	FMA20711:Trunk of ascending part of deep circumflex iliac artery
224.29	Femoral artery	Arteria femoralis	 It extends from the inguinal ligament to the popliteal artery, with which it is continuous.  //	FMA70248:Femoral artery
224.32	External pudendal arteries	Arteriae pudendae externae	 Usually paired arteries that supply the lower abdominal wall and the external genitalia.  //	FMA20739:Deep external pudendal artery
224.33	Anterior scrotal branches	Rami scrotales anteriores	 Branches that supply the scrotum.  //	FMA75587:Set of anterior scrotal branches of deep external pudendal artery
224.34	Anterior labial branches	Rami labiales anteriores	 They supply the labia.  //	FMA75586:Set of anterior labial branches of deep external pudendal artery
224.35	Inguinal branches	Rami inguinales	 Branches that supply the inguinal region. [A-E]  //	FMA71559:Set of inguinal branches of deep external pudendal artery
226.1a	Descending genicular artery	Arteria descendens genicularis	 It arises in the adductor canal and penetrates the vasto-adductor membrane. A [A-E]  //	FMA22506:Descending genicular artery
226.1b	Saphenous branch	Ramus saphenus	 It accompanies the saphenous nerve to the leg. A  //	FMA22510:Saphenous branch of descending genicular artery
226.1c	Articular branch	Ramus articularis	 Anastomoses with branches running in the vastus medialis, then ends in the articular network of the knee.  //	FMA71560:Set of articular branches of descending genicular artery
226.3a	Superficial branch	Ramus superficialis	 It passes between the pectineus and adductor longus muscles. [A-E]  //	FMA20810:Superficial branch of medial circumflex femoral artery
226.4	Deep branch	Ramus profundus	 It runs below the lesser trochanter to the quadratus femoris, adductor magnus and ischiocrural muscles and anastomoses with the gluteal arteries.  //	FMA22417:Deep branch of medial circumflex femoral artery
226.5	Ascending branch	Ramus ascendens	 It courses in the adductor brevis, adductor magnus and obturator externus muscles and anastomoses with the obturator artery. [A-E]  //	FMA20811:Ascending branch of medial circumflex femoral artery
226.6	Descending branch	Ramus descendens	 It travels between the quadratus femoris and adductor magnus muscles to the ischiocrural musculature. [A-E]  //	FMA22420:Descending branch of medial circumflex femoral artery
226.7	Acetabular branch	Ramus acetabularis	 It goes through the acetabular notch into the ligament of the head of the femur and anastomoses with the obturator artery.  //	FMA20813:Acetabular branch of medial circumflex femoral artery
226.9	Ascending branch	Ramus ascendens	 It ascends under the sartorius and rectus femoris and terminates underneath the tensor fasciae latae.  It anastomoses with the medial circumflex femoral and gluteal arteries. //	FMA20804:Ascending branch of lateral circumflex femoral artery
226.11	Transverse branch	Ramus transversus	 It penetrates the vastus lateralis and anastomoses with numerous vessels. [A-E]  //	FMA20806:Transverse branch of lateral circumflex femoral artery
226.12	Perforating branches	Arteriae perforantes	 Terminal branches of the profunda femoris artery that pass posteriorly close to the femur via slits in the adductor muscles and supply the long knee flexors.  //	FMA69460:Perforating femoral artery
226.12a	Nutrient arteries of femur	Arteriae nutrients (nutriciae) femoris	 They arise from the first and third perforating arteries.  //	FMA22500:Femoral nutrient artery
226.13	Popliteal artery	Arteria poplitea	 It extends from the end of the adductor canal to the site where it divides at the lower margin of the popliteus muscle.  //	FMA77155:Popliteal artery
226.14	Lateral superior genicular artery	Arteria superior lateralis genus	 It passes anteriorly above the lateral femoral condyle and below the biceps tendon to join the articular network of the knee. A  //	FMA22585:Superior lateral genicular artery
226.21	Patellar network	Rete patellare	 Specific arterial plexus on the patella.  //	FMA44677:Patellar anastomosis
226.25	Lateral anterior malleolar artery	Arteria malleolaris anterior lateralis	 It passes under the tendons of the extensor digitorum to join the lateral malleolar network.  //	FMA43904:Anterior lateral malleolar artery
226.26	Medial anterior malleolar artery	Arteria malleolaris anterior medialis	 It passes under the tendon of the tibilais anterior to join the medial malleolar network.  //	FMA43905:Anterior medial malleolar artery
226.27	Laterial malleolar network	Rete malleolare laterale	 Arterial plexus over the lateral malleolus.  //	FMA69734:Lateral malleolar arterial network
228.1	Arteria dorsalis pedis 		 Continuation of anterior tibial artery on dorsum of foot. After crossing under the tendon of the extensor hallucis longus and passing the extensor retinaculum, it lies lateral to this tendon, where it is palpable.  //	FMA43915:Dorsalis pedis artery
228.4	Arcuate artery of foot	[Arteria arcuata]	 It takes a curved course laterally over the base of the metatarsals below the extensor digitorum brevis.  //	FMA44594:Arcuate artery
228.6	Dorsal digital arteries	Arteriae digitales dorsales	 Interdigital arteries arising from the dorsal tarsal arteries. [A-E]  //	FMA70801:Set of dorsal digital arteries
228.9	Fibular circumflex branch	Ramus circumflexus fibularis ramus fibularis	 Arising near the origin of the posterior tibial artery and passes anteriorly around the fibula to join the articular network of the knee.  //	FMA43918:Circumflex fibular artery
228.10	Medial malleolar branches	Rami malleolares mediales	 They pass behind the medial malleolus and join the medial malleolar network.  //	FMA71561:Set of medial malleolar branches of posterior tibial artery
228.10a	Medial malleolar network	Rete melleolare mediale	 Arterial plexus over medial malleolus.  //	FMA69733:Medial malleolar arterial network
228.11a	Nutrient artery of tibia	Arteria nutriens (nutricia) tibialis	 It courses below the soleil line of the tibia and enters the nutrient foramen. [A-E]  //	FMA43924:Tibial nutrient artery
228.13	Perforating branch	Ramus perforans	 Perforates the interosseous membrane just above the malleolus, then passes to the lateral malleolar network and dorsum of the foot.  //	FMA44033:Perforating branch of fibular artery
228.14	Communicating branch	Ramus communicans	 Transversely coursing anastomotic branch to the posterior tibial artery. [A-E]  //	FMA44034:Communicating branch of fibular artery
